,brand,model,selling_price,km_driven,fuel,mileage,engine,seats,No_of_years
1569,Hyundai,EON Era Plus,250000,80000,Petrol,21.1,814.0,5,8
1570,Maruti,Ertiga ZDI,385000,100000,Diesel,20.77,1248.0,7,10
1571,Maruti,Wagon R VXI BS IV with ABS,318000,80000,Petrol,20.51,998.0,5,9
1572,Hyundai,Xcent 1.2 VTVT S,480000,40000,Petrol,20.14,1197.0,5,5
1573,Maruti,Celerio VXI,330000,70000,Petrol,23.1,998.0,5,8
1574,Tata,Indica Vista Aqua 1.4 TDI,152000,80000,Diesel,17.0,1405.0,5,12
1575,Maruti,Alto 800 LXI,250000,40000,Petrol,22.74,796.0,5,9
1576,Tata,Indica Vista Aqua 1.4 TDI,248000,80000,Diesel,17.0,1405.0,5,12
1577,Nissan,Micra XV,300000,60000,Petrol,18.06,1198.0,5,12
1578,Hyundai,i20 1.2 Spotz,550000,50000,Petrol,18.6,1197.0,5,6
1579,Hyundai,i20 Sportz 1.4 CRDi,650000,30000,Diesel,22.54,1396.0,5,7
1580,Hyundai,Grand i10 Magna,445000,25000,Petrol,18.9,1197.0,5,6
1581,Toyota,Innova 2.5 V Diesel 7-seater,450000,334000,Diesel,12.8,2494.0,7,13
1582,Mahindra,NuvoSport N8,600000,100000,Diesel,17.45,1493.0,7,7
1583,Renault,Duster Adventure Edition,495000,175000,Diesel,19.01,1461.0,5,9
1584,Maruti,SX4 ZXI AT,220000,65000,Petrol,12.6,1586.0,5,12
1585,Maruti,SX4 ZXI AT,260000,65000,Petrol,12.6,1586.0,5,12
1586,Hyundai,Santro Xing GLS,150000,90000,Petrol,17.92,1086.0,5,14
1587,Ford,Figo Diesel Titanium,200000,80000,Diesel,20.0,1399.0,5,12
1588,Mahindra,Scorpio S11 BSIV,1465000,110000,Diesel,16.36,2179.0,7,5
1589,Honda,Civic Hybrid,250000,60000,Petrol,20.0,1339.0,5,15
1590,Mahindra,Xylo D4,310000,160000,Diesel,14.95,2489.0,7,9
1591,Mahindra,Scorpio VLX 4WD AIRBAG AT BSIV,600000,100875,Diesel,11.79,2179.0,8,13
1592,Maruti,Baleno Delta 1.2,560000,20000,Petrol,21.4,1197.0,5,5
1593,Maruti,Swift Dzire VXI,500000,30000,Petrol,20.85,1197.0,5,7
1594,Hyundai,Grand i10 CRDi Asta Option,270000,118000,Diesel,24.0,1120.0,5,10
1595,Hyundai,Verna 1.6 SX,420000,69000,Diesel,22.32,1582.0,5,10
1596,Maruti,Swift Dzire LXI,434999,25000,Petrol,20.85,1197.0,5,8
1597,Hyundai,Xcent 1.2 Kappa AT S Option,400000,100000,Petrol,16.9,1197.0,5,8
1598,Maruti,Swift Dzire VDI,470000,110000,Diesel,26.59,1248.0,5,8
1599,Nissan,Terrano XL 85 PS,480000,60000,Diesel,20.45,1461.0,5,8
1600,Hyundai,Santro Xing GL,105000,128000,Petrol,0.0,1086.0,5,15
1601,Tata,Tiago 1.05 Revotorq XE,325000,120000,Diesel,27.28,1047.0,5,6
1602,Hyundai,Grand i10 Nios AMT Sportz,675000,5000,Petrol,20.7,1197.0,5,3
1603,Hyundai,i10 Sportz Option,170000,90000,Petrol,20.36,1197.0,5,14
1604,Hyundai,Creta 1.6 CRDi SX Option,1250000,90000,Diesel,19.67,1582.0,5,6
1605,Honda,Accord 2.4 M/T,600000,144030,Petrol,12.8,2354.0,5,11
1606,Honda,City i DTEC VX,819999,200000,Diesel,25.1,1498.0,5,9
1607,Hyundai,i20 2015-2017 Asta Option 1.2,650000,29000,Petrol,18.6,1197.0,5,7
1608,Maruti,Wagon R LXI DUO BSIII,105000,90000,LPG,17.3,1061.0,5,16
1609,Mahindra,Renault Logan 1.5 Diesel DLSX,200000,176000,Diesel,17.0,1461.0,5,14
1610,Tata,Indigo CS LX (TDI) BS III,200000,150000,Diesel,19.09,1396.0,5,10
1611,Maruti,Omni E MPI STD BS IV,220000,90000,Petrol,16.8,796.0,8,7
1612,Volkswagen,ento 1.6 Highline,500000,70000,Petrol,15.04,1598.0,5,9
1613,Mahindra,Renault Logan 1.5 DLX Diesel,175000,99000,Diesel,19.2,1461.0,5,16
1614,Tata,Tiago 1.2 Revotron XZ,450000,5000,Petrol,23.84,1199.0,5,5
1615,Chevrolet,Optra Magnum 2.0 LT,210000,90000,Diesel,16.52,1991.0,5,15
1616,Maruti,Ritz VDi,270000,89000,Diesel,21.1,1248.0,5,12
1617,Tata,Indica V2 DLS TC,110000,88000,Diesel,16.8,1405.0,5,17
1618,Maruti,Swift Dzire VDI,480000,30000,Diesel,26.59,1248.0,5,8
1619,Maruti,Swift Dzire AMT ZDI,650000,50000,Diesel,26.59,1248.0,5,7
1620,Maruti,Swift Dzire VDI,480000,80000,Diesel,23.4,1248.0,5,10
1621,Hyundai,i20 Asta Option 1.4 CRDi,700000,40000,Diesel,22.54,1396.0,5,7
1622,Maruti,Ertiga VDI,650000,110000,Diesel,20.77,1248.0,7,8
1623,Hyundai,Creta 1.6 CRDi SX Plus Dual Tone,1300000,48000,Diesel,19.67,1582.0,5,8
1624,Volkswagen,etta 2.0L TDI Highline AT,1350000,97000,Diesel,16.96,1968.0,5,7
1625,Volkswagen,ento 1.5 TDI Highline AT,1000000,60000,Diesel,22.15,1498.0,5,7
1626,Mercedes-Benz,M-Class ML 350 4Matic,1700000,110000,Diesel,0.0,2987.0,5,12
1627,Toyota,Yaris V CVT BSIV,1080000,12800,Petrol,17.8,1496.0,5,5
1628,Hyundai,EON D Lite,170000,40000,Petrol,21.1,814.0,5,11
1629,Maruti,Swift DDiS VDI,610000,49000,Diesel,28.4,1248.0,5,6
1630,Maruti,Ritz VXi,350000,25000,Petrol,18.5,1197.0,5,9
1631,Maruti,Alto 800 LXI,260000,65000,Petrol,22.74,796.0,5,7
1632,Fiat,Linea 1.3 Multijet Emotion,700000,20000,Diesel,20.4,1248.0,5,8
1633,Volkswagen,olo 2015-2019 1.0 MPI Highline Plus,678000,17000,Petrol,18.78,999.0,5,5
1634,Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,15000,Diesel,23.65,1248.0,5,8
1635,Toyota,Etios GD,400000,120000,Diesel,23.59,1364.0,5,9
1636,Hyundai,i20 Magna,300000,49000,Petrol,18.5,1197.0,5,13
1637,Hyundai,i20 2015-2017 Magna 1.2,520000,29000,Petrol,18.6,1197.0,5,7
1638,Nissan,Terrano XV D Premium AMT,850000,55000,Diesel,19.61,1461.0,5,6
1639,Mahindra,Marazzo M8,1460000,5000,Diesel,17.3,1497.0,7,4
1640,Tata,Nexon 1.5 Revotorq XZ Plus,830000,35000,Diesel,21.5,1497.0,5,6
1641,Datsun,GO T Option BSIV,430000,5000,Petrol,20.63,1198.0,5,5
1642,Ford,EcoSport 1.5 TDCi Platinum Edition BSIV,850000,60000,Diesel,22.77,1498.0,5,6
1643,Maruti,Swift Dzire ZXI,650000,70000,Petrol,20.85,1197.0,5,6
1644,Hyundai,Verna CRDi,120000,120000,Diesel,16.8,1493.0,5,15
1645,Mahindra,TUV 300 T8,730000,65100,Diesel,18.49,1493.0,7,7
1646,Maruti,Ignis 1.2 AMT Delta BSIV,525000,20000,Petrol,20.89,1197.0,5,4
1647,Hyundai,i20 Active 1.4 SX,600000,108000,Diesel,21.19,1396.0,5,8
1648,Maruti,Swift LXI,500000,15000,Petrol,21.21,1197.0,5,4
1649,Hyundai,Santro Xing GLS,150000,77000,Petrol,17.92,1086.0,5,14
1650,Maruti,Wagon R VXI BS IV,409999,18500,Petrol,20.51,998.0,5,8
1651,Mahindra,TUV 300 T8,625000,120000,Diesel,18.49,1493.0,7,7
1652,Renault,KWID RXT,290000,15200,Petrol,25.17,799.0,5,8
1653,Honda,Mobilio V i VTEC,500000,35000,Petrol,17.3,1497.0,7,8
1654,Hyundai,Verna 1.6 SX,475000,80000,Diesel,22.32,1582.0,5,12
1655,Hyundai,EON Era Plus,190000,70000,Petrol,21.1,814.0,5,10
1656,Mahindra,XUV500 W6 2WD,750000,80000,Diesel,15.1,2179.0,7,9
1657,Nissan,Terrano XV 110 PS,525000,120000,Diesel,19.01,1461.0,5,9
1658,Chevrolet,Cruze LTZ,495000,82000,Diesel,17.3,1998.0,5,11
1659,Jaguar,XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6,1999.0,5,6
1660,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1661,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1662,Tata,Safari Storme EX,503000,110000,Diesel,14.1,2179.0,7,8
1663,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1664,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1665,Maruti,Wagon R LXI,225000,58343,Petrol,21.79,998.0,5,10
1666,Maruti,Baleno Alpha 1.3,740000,38817,Diesel,27.39,1248.0,5,5
1667,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1668,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1669,Maruti,Swift AMT VVT VXI,650000,5621,Petrol,22.0,1197.0,5,4
1670,Toyota,Etios VX,625000,25538,Petrol,16.78,1496.0,5,6
1671,Maruti,Swift AMT ZXI,600000,69779,Petrol,22.0,1197.0,5,5
1672,Hyundai,Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0,1186.0,5,6
1673,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1674,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1675,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1676,Skoda,Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3,1598.0,5,7
1677,Volvo,V40 D3 R-Design,2475000,2000,Diesel,16.8,1984.0,5,5
1678,Honda,City 1.5 V AT,321000,60000,Petrol,16.8,1497.0,5,13
1679,Toyota,Etios Liva 1.2 V Dual Tone,585000,50000,Petrol,17.71,1197.0,5,6
1680,Ford,Figo Diesel EXI,225000,70000,Diesel,20.0,1399.0,5,12
1681,Honda,Amaze E i-DTEC,500000,70000,Diesel,25.8,1498.0,5,6
1682,Hyundai,i20 1.4 CRDi Asta,350000,90000,Diesel,23.0,1396.0,5,12
1683,Maruti,Ertiga SHVS LDI Option,756000,70000,Diesel,24.52,1248.0,7,7
1684,Maruti,Alto 800 VXI,240000,50000,Petrol,22.74,796.0,5,9
1685,Maruti,Omni 8 Seater BSII,80000,120000,Petrol,19.7,796.0,8,11
1686,Hyundai,i20 Active S Petrol,800000,5000,Petrol,17.19,1197.0,5,4
1687,Tata,Hexa XE,1250000,25000,Diesel,17.6,2179.0,7,5
1688,Mahindra,Scorpio VLS 2.2 mHawk,320000,80000,Diesel,12.05,2179.0,7,14
1689,Hyundai,Grand i10 Sportz,509999,25000,Petrol,18.9,1197.0,5,6
1690,Tata,Zest Quadrajet 1.3 75PS XE,650000,15000,Diesel,22.95,1248.0,5,4
1691,Maruti,Alto K10 2010-2014 VXI,210000,35000,Petrol,20.92,998.0,5,12
1692,Maruti,Alto LXi,110000,80000,Petrol,19.7,796.0,5,15
1693,Tata,Nexon 1.5 Revotorq XE,665000,25000,Diesel,21.5,1497.0,5,6
1694,Volkswagen,meo 1.5 TDI Comfortline,555000,52000,Diesel,21.66,1498.0,5,6
1695,Volkswagen,meo 1.5 TDI Comfortline,560000,52000,Diesel,21.66,1498.0,5,6
1696,Mahindra,KUV 100 mFALCON D75 K6 Plus,375000,80000,Diesel,25.32,1198.0,6,7
1697,Toyota,Fortuner 2.8 4WD AT BSIV,2950000,50000,Diesel,15.04,2755.0,7,6
1698,Maruti,Swift Dzire VDI,605000,127000,Diesel,28.4,1248.0,5,6
1699,Honda,WR-V i-VTEC VX,720000,30000,Petrol,17.5,1199.0,5,6
1700,Maruti,Ertiga SHVS ZDI Plus,800000,70000,Diesel,24.52,1248.0,7,6
1701,Mahindra,XUV500 W10 2WD,1325000,54000,Diesel,16.0,2179.0,7,6
1702,Mitsubishi,Pajero 2.8 SFX BSIII Single Tone,625000,120000,Diesel,10.5,2835.0,6,12
1703,Hyundai,i20 1.4 CRDi Sportz,350000,116500,Diesel,23.0,1396.0,5,12
1704,Toyota,Innova 2.5 G (Diesel) 8 Seater,600000,145000,Diesel,12.99,2494.0,8,11
1705,Hyundai,i20 Sportz 1.2,300000,120000,Petrol,18.5,1197.0,5,11
1706,Tata,New Safari DICOR 2.2 VX 4x2 BS IV,240000,120000,Diesel,13.93,2179.0,7,12
1707,Ford,Figo 1.5D Trend MT,377000,80000,Diesel,25.83,1498.0,5,7
1708,Maruti,Ertiga VXI,450000,140000,Petrol,16.02,1373.0,7,10
1709,Hyundai,Verna Xi (Petrol),160000,100000,Petrol,13.9,1599.0,5,15
1710,Hyundai,Xcent 1.2 VTVT E,525000,100000,Petrol,20.14,1197.0,5,4
1711,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,550000,168000,Diesel,12.8,2494.0,8,12
1712,Chevrolet,Cruze LTZ,270000,120000,Diesel,18.3,1991.0,5,13
1713,Toyota,Etios GD,570000,145000,Diesel,23.59,1364.0,5,7
1714,Ford,Figo Diesel Titanium,225000,90000,Diesel,20.0,1399.0,5,12
1715,Hyundai,Xcent 1.2 VTVT S,590000,90000,Petrol,20.14,1197.0,5,4
1716,Jeep,Compass 2.0 Longitude Option BSIV,1675000,80000,Diesel,17.1,1956.0,5,5
1717,Ford,Aspire Titanium BSIV,800000,33000,Petrol,19.4,1194.0,5,4
1718,Chevrolet,Sail 1.2 LS ABS,450000,13500,Petrol,18.2,1199.0,5,9
1719,Tata,Indigo LX,300000,80000,Diesel,17.0,1405.0,5,11
1720,Hyundai,i20 1.2 Spotz,645000,20000,Petrol,18.6,1197.0,5,6
1721,Maruti,Swift Dzire VDI,520000,58000,Diesel,23.4,1248.0,5,10
1722,Hyundai,EON Magna Plus,200000,40000,Petrol,21.1,814.0,5,10
1723,Honda,City i VTEC V,700000,30000,Petrol,17.4,1497.0,5,8
1724,Maruti,800 AC,45000,50000,Petrol,16.1,796.0,4,23
1725,Ford,Figo Aspire 1.5 TDCi Ambiente,459999,73000,Diesel,25.83,1498.0,5,7
1726,Maruti,Ritz VDi,325000,90000,Diesel,23.2,1248.0,5,9
1727,Maruti,Wagon R VXI BS IV,350000,50000,Petrol,20.51,998.0,5,8
1728,Hyundai,Verna 1.6 CRDI,440000,80000,Diesel,22.32,1582.0,5,12
1729,Hyundai,i20 1.4 CRDi Magna,320000,70000,Diesel,21.9,1396.0,5,12
1730,Chevrolet,Spark 1.0 LS,169000,41000,Petrol,18.0,995.0,5,12
1731,Volkswagen,olo Petrol Comfortline 1.2L,350000,50000,Petrol,16.47,1198.0,5,10
1732,Ford,Classic 1.4 Duratorq Titanium,350000,113226,Diesel,19.68,1399.0,5,9
1733,Ford,Figo Diesel Celebration Edition,310000,90000,Diesel,20.0,1399.0,5,10
1734,Mahindra,Scorpio M2DI,420000,160500,Diesel,13.5,2179.0,5,13
1735,Maruti,Ciaz AT ZXi,685000,30000,Petrol,19.12,1373.0,5,8
1736,Renault,Duster 4x4,560000,132000,Diesel,19.72,1461.0,5,9
1737,Maruti,Swift VDI,470000,120000,Diesel,22.9,1248.0,5,10
1738,Hyundai,Verna Transform VTVT,380000,80000,Petrol,16.2,1599.0,5,12
1739,Mahindra,Scorpio 1.99 S6 Plus,670000,57000,Diesel,15.4,1997.0,7,8
1740,Maruti,Swift Dzire LXI 1.2 BS IV,550000,5000,Petrol,22.0,1197.0,5,5
1741,Hyundai,Verna 1.6 VTVT SX,749000,25000,Petrol,17.01,1591.0,5,7
1742,Hyundai,Creta 1.6 CRDi SX Option,899000,80000,Diesel,19.67,1582.0,5,8
1743,Chevrolet,Optra Magnum 2.0 LS BSIII,290000,88000,Diesel,16.52,1991.0,5,12
1744,Toyota,Innova 2.5 VX (Diesel) 7 Seater,869999,217000,Diesel,12.99,2494.0,7,9
1745,Datsun,GO Plus A,350000,60000,Petrol,20.62,1198.0,7,8
1746,Maruti,Swift Dzire VXI,500000,43000,Petrol,20.85,1197.0,5,6
1747,Skoda,Rapid 1.5 TDI AT Ambition Plus,400000,77000,Diesel,21.66,1498.0,5,9
1748,Renault,KWID RXT,260000,30000,Petrol,25.17,799.0,5,7
1749,Maruti,Alto 800 LXI,220000,40000,Petrol,22.74,796.0,5,8
1750,Chevrolet,Enjoy TCDi LS 8 Seater,190000,139000,Diesel,18.2,1248.0,8,9
1751,Hyundai,Grand i10 Magna,400000,80000,Petrol,18.9,1197.0,5,7
1752,Chevrolet,Beat Diesel LT Option,170000,76000,Diesel,25.44,936.0,5,9
1753,Hyundai,Elite i20 Magna Plus BSIV,650000,3500,Petrol,18.6,1197.0,5,4
1754,Maruti,800 AC BSIII,60000,62000,Petrol,16.1,796.0,4,16
1755,Tata,New Safari 4X2,300000,110000,Petrol,12.0,2092.0,7,16
1756,Chevrolet,Spark 1.0 LT,125000,40000,Petrol,16.2,995.0,5,11
1757,Mahindra,XUV500 W6 2WD,500000,1500000,Diesel,15.1,2179.0,7,11
1758,Maruti,Alto LX,170000,70000,Petrol,19.7,796.0,5,12
1759,Maruti,Swift Dzire LDi,310000,77000,Diesel,19.3,1248.0,5,11
1760,Chevrolet,Spark 1.0 LT,130000,110000,Petrol,18.0,995.0,5,12
1761,Maruti,Wagon R VXI Optional,465000,20000,Petrol,20.51,998.0,5,7
1762,Mercedes-Benz,E-Class E270 CDI,800000,120005,Diesel,11.0,2987.0,5,18
1763,Maruti,Alto K10 Knightracer,260000,16830,Petrol,20.2,998.0,5,11
1764,Mahindra,Bolero 2011-2019 DI NON AC BS III SILVER,500000,70000,Diesel,15.96,2523.0,9,10
1765,Renault,KWID 1.0 RXT 02 Anniversary Edition,325000,38000,Petrol,23.01,999.0,5,6
1766,Mahindra,Bolero 2011-2019 DI NON AC BS III White,400000,80000,Diesel,15.96,2523.0,9,10
1767,Toyota,Fortuner 2.8 4WD MT BSIV,3200000,50000,Diesel,14.24,2755.0,7,5
1768,Tata,Indica V2 DLE BSIII,200000,50000,Diesel,17.88,1396.0,5,16
1769,Mahindra,Quanto C2,450000,52000,Diesel,17.21,1493.0,7,10
1770,Tata,Indigo V BSIII,229999,50000,Diesel,17.0,1405.0,5,11
1771,Hyundai,EON Magna Plus,340000,30000,Petrol,21.1,814.0,5,7
1772,Mahindra,Bolero 2011-2019 SLE BSIII,550000,103000,Diesel,15.96,2523.0,7,9
1773,Ford,Endeavour 3.0L 4X4 AT,975000,93468,Diesel,11.4,2953.0,7,12
1774,Volvo,XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0,1969.0,5,4
1775,Volkswagen,etta 1.6 Trendline,225000,80000,Petrol,14.0,1595.0,5,13
1776,Ford,Endeavour 3.2 Titanium AT 4X4,3250000,12000,Diesel,10.91,3198.0,7,5
1777,Tata,Indigo eCS VX BSIV,280000,70000,Diesel,25.0,1396.0,5,10
1778,Honda,Amaze V Petrol BSIV,700000,4500,Petrol,19.5,1199.0,5,4
1779,Tata,Indigo CS eLX BS IV,259000,35000,Diesel,23.03,1396.0,5,11
1780,Toyota,Fortuner 2.8 4WD AT BSIV,3200000,60000,Diesel,15.04,2755.0,7,5
1781,Mahindra,XUV500 W10 1.99 mHawk,1400000,30000,Diesel,16.0,1997.0,7,5
1782,Ford,Figo 1.5P Titanium AT,416000,40000,Petrol,17.01,1499.0,5,8
1783,Tata,Manza ELAN Quadrajet BS III,250000,70000,Diesel,19.0,1248.0,5,12
1784,Tata,Manza Aura (ABS) Quadrajet BS IV,210000,120000,Diesel,21.12,1248.0,5,13
1785,Mahindra,Scorpio VLX 2WD BSIII,290000,120000,Diesel,12.05,2179.0,8,15
1786,Tata,Indigo CS eLS BS IV,220000,90000,Diesel,23.03,1396.0,5,11
1787,Tata,Indigo eCS LX BSIV,246000,35000,Diesel,23.03,1396.0,5,11
1788,Maruti,Omni E MPI STD BS IV,260000,30000,Petrol,16.8,796.0,8,5
1789,Hyundai,Creta 1.4 CRDi S,1050000,70000,Diesel,21.38,1396.0,5,5
1790,Tata,Manza Club Class Quadrajet90 LX,290000,60000,Diesel,21.02,1248.0,5,11
1791,Tata,Indigo eCS VX BSIV,310000,70000,Diesel,25.0,1396.0,5,10
1792,Hyundai,i20 1.2 Asta,700000,6000,Petrol,18.6,1197.0,5,5
1793,Maruti,Swift VXI Optional,550000,20000,Petrol,20.4,1197.0,5,7
1794,Tata,Indigo CS LX (TDI) BS-III,450000,70000,Diesel,19.09,1405.0,5,6
1795,Honda,City i VTEC VX,773000,65000,Petrol,17.8,1497.0,5,7
1796,Tata,Tiago 1.2 Revotron XZ,450000,25000,Petrol,23.84,1199.0,5,6
1797,Maruti,Eeco 5 Seater AC BSIV,409999,10000,Petrol,15.37,1196.0,5,4
1798,Maruti,800 Std MPFi,45000,35000,Petrol,16.1,796.0,4,20
1799,Nissan,Teana XL,600000,80000,Petrol,11.07,2496.0,5,9
1800,Chevrolet,Beat LT,250000,63000,Petrol,18.6,1199.0,5,13
1801,Tata,Indica V2 DLS TC,70000,100000,Diesel,16.8,1405.0,5,15
1802,Honda,Amaze S i-VTEC,690000,1303,Petrol,17.8,1198.0,5,4
1803,Audi,Q5 35TDI Premium Plus,3975000,31800,Diesel,17.01,1968.0,5,5
1804,Lexus,ES 300h,5150000,20000,Petrol,22.37,2487.0,5,4
1805,Jaguar,XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33,1999.0,5,6
1806,Jeep,Wrangler 2016-2019 3.6 4X4,4100000,17000,Petrol,9.5,3604.0,5,6
1807,Toyota,Yaris V BSIV,1000000,4295,Petrol,17.1,1496.0,5,5
1808,Toyota,Yaris V BSIV,1000000,5229,Petrol,17.1,1496.0,5,5
1809,Toyota,Camry 2.5 Hybrid,2000000,68089,Petrol,19.16,2494.0,5,7
1810,Maruti,Ciaz 1.3 Alpha,925000,23712,Diesel,28.09,1248.0,5,5
1811,Honda,Jazz VX,550000,56494,Petrol,18.2,1199.0,5,7
1812,Maruti,Wagon R VXI BS IV,430000,16589,Petrol,20.51,998.0,5,5
1813,Toyota,Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99,2494.0,7,10
1814,Honda,City i VTEC V,675000,53201,Petrol,17.8,1497.0,5,7
1815,Maruti,Baleno Delta,570000,25272,Petrol,21.01,1197.0,5,6
1816,Maruti,Vitara Brezza ZDi Plus,850000,53619,Diesel,24.3,1248.0,5,6
1817,BMW,X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78,1995.0,5,4
1818,BMW,X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78,1995.0,5,4
1819,Honda,Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0,1199.0,5,4
1820,Ford,Ecosport 1.5 Petrol Ambiente,640000,6001,Petrol,15.9,1496.0,5,5
1821,Tata,Indigo CS LS (TDI) BS-III,250000,80000,Diesel,19.09,1405.0,5,10
1822,Renault,Duster 110PS Diesel RxZ,1250000,12000,Diesel,19.6,1461.0,5,5
1823,Ford,EcoSport 1.5 Petrol Titanium BSIV,889000,25000,Petrol,17.0,1497.0,5,6
1824,Hyundai,i20 2015-2017 Asta Option 1.4 CRDi,750000,40000,Diesel,22.54,1396.0,5,6
1825,Maruti,Swift Ldi BSIV,320000,130000,Diesel,17.8,1248.0,5,13
1826,Skoda,Yeti Ambition 4WD,600000,202000,Diesel,17.67,1968.0,5,12
1827,Maruti,Ciaz S 1.3,1000000,40000,Diesel,28.09,1248.0,5,5
1828,Maruti,Zen LX,110000,70000,Petrol,17.3,993.0,5,23
1829,Honda,City 2017-2020 GXi,250000,120000,Petrol,17.7,1497.0,5,15
1830,Maruti,Swift Dzire VDI,600000,60000,Diesel,26.59,1248.0,5,8
1831,Maruti,Zen Estilo LXI BS IV,165000,60000,Petrol,19.0,998.0,5,14
1832,Maruti,Alto LXI,118000,60000,Petrol,19.7,796.0,5,19
1833,Maruti,Baleno Delta 1.3,700000,78000,Diesel,27.39,1248.0,5,7
1834,Renault,Duster 85PS Diesel RxL Optional,585000,80000,Diesel,20.46,1461.0,5,10
1835,Maruti,Alto LXi,120000,120000,Petrol,19.7,796.0,5,17
1836,Maruti,800 Std MPFi,65000,90000,Petrol,16.1,796.0,4,20
1837,Maruti,Alto LX,150000,100000,Petrol,19.7,796.0,5,17
1838,Maruti,Alto Std,150000,70000,Petrol,19.7,796.0,5,14
1839,Hyundai,Accent VIVA CRDi,170000,160000,Diesel,13.1,1493.0,5,19
1840,Mahindra,Scorpio 2.6 CRDe,250000,120000,Diesel,10.5,2179.0,8,17
1841,Hyundai,Accent CRDi,100000,100000,Diesel,13.1,1493.0,5,18
1842,Maruti,Ertiga VDI,599000,60000,Diesel,20.77,1248.0,7,10
1843,Chevrolet,Cruze LTZ,250000,135000,Diesel,18.3,1991.0,5,13
1844,Maruti,Swift VXI Optional,570000,90000,Petrol,20.4,1197.0,5,7
1845,Volkswagen,olo Diesel Highline 1.2L,440000,75000,Diesel,22.07,1199.0,5,10
1846,Toyota,Innova 2.5 E Diesel MS 7-seater,300000,185000,Diesel,11.4,2494.0,7,18
1847,Nissan,Micra XV CVT,300000,71717,Petrol,19.34,1198.0,5,8
1848,Mahindra,Scorpio VLX 2WD ABS AT BSIII,500000,150000,Diesel,11.79,2179.0,8,12
1849,Maruti,Swift Dzire VDI,660000,55000,Diesel,26.59,1248.0,5,7
1850,Ford,Fiesta Classic 1.6 Duratec LXI,256000,90000,Petrol,15.3,1596.0,5,11
1851,Renault,KWID 1.0 RXT Optional,409999,35000,Petrol,23.01,999.0,5,5
1852,Toyota,Fortuner 4x4 MT,1888000,120000,Diesel,12.55,2982.0,7,8
1853,Hyundai,Santro Xing GLS LPG,250000,100000,LPG,13.45,1086.0,5,12
1854,Honda,Civic 1.8 V AT,280000,40000,Petrol,12.9,1799.0,5,14
1855,Mahindra,Xylo D2,300000,100000,Diesel,13.0,2489.0,8,13
1856,Tata,Safari Storme LX,900000,120000,Diesel,14.1,2179.0,5,7
1857,Maruti,Zen Estilo VXI BSIV,190000,60000,Petrol,19.0,998.0,5,9
1858,Mahindra,Bolero Power Plus Plus AC BSIV PS,800000,2000,Diesel,15.96,2523.0,9,4
1859,Mahindra,Scorpio EX,450000,100000,Diesel,14.0,2523.0,8,11
1860,Mahindra,Xylo D2 BS III,400000,110000,Diesel,14.95,2489.0,7,8
1861,Tata,New Safari Dicor VX 4X2 BS IV,150000,90000,Diesel,13.93,2179.0,7,14
1862,Tata,Indigo CR4,200000,84321,Diesel,23.57,1396.0,5,12
1863,Mahindra,XUV500 W8 AWD,600000,177000,Diesel,15.1,2179.0,7,10
1864,Tata,Indica Vista Aqua 1.3 Quadrajet,175000,60000,Diesel,18.0,1248.0,5,13
1865,Tata,Indigo CS LE (TDI) BS-III,99000,205000,Diesel,19.09,1396.0,5,15
1866,Hyundai,i10 Asta,215000,70000,Petrol,20.36,1197.0,5,15
1867,Renault,Duster 110PS Diesel RxL,520000,126000,Diesel,19.01,1461.0,5,10
1868,Ford,Endeavour 3.2 Titanium AT 4X4,2280000,120000,Diesel,10.91,3198.0,7,7
1869,Tata,Indica Vista TDI LS,285000,70000,Diesel,19.1,1405.0,5,8
1870,Mahindra,TUV 300 T4 Plus,660000,82000,Diesel,18.49,1493.0,7,6
1871,Maruti,800 Std,31504,110000,Petrol,16.1,796.0,4,19
1872,Maruti,Swift Dzire VXI,515000,45000,Petrol,20.85,1197.0,5,8
1873,Nissan,Sunny Diesel XL,295000,70000,Diesel,21.64,1461.0,5,11
